instrument_id,first_seen,associated_customer_ids
inst_0000002807,2025-11-08,cust_0000002424
inst_0000002808,2024-07-08,cust_0000002425
inst_0000002809,2025-01-24,cust_0000002426
inst_0000002810,2025-01-24,cust_0000002426
inst_0000002811,2026-03-15,cust_0000002427
inst_0000002812,2025-11-30,cust_0000002428
inst_0000002813,2025-07-30,cust_0000002429
inst_0000002814,2026-03-30,cust_0000002430
inst_0000002815,2024-10-22,cust_0000002431
inst_0000002816,2025-09-05,cust_0000002432
inst_0000002817,2024-01-21,cust_0000002433
inst_0000002818,2024-01-21,cust_0000002433
inst_0000002819,2025-12-12,cust_0000002434
inst_0000002820,2025-12-17,cust_0000002435
inst_0000002821,2025-09-13,cust_0000002436
inst_0000002822,2024-06-29,cust_0000002437
inst_0000002823,2024-05-22,cust_0000002438
inst_0000002824,2024-08-13,cust_0000002439
inst_0000002825,2024-08-13,cust_0000002439
inst_0000002826,2024-04-29,cust_0000002440
inst_0000002827,2025-04-05,cust_0000002441
inst_0000002828,2025-08-12,cust_0000002442
inst_0000002829,2024-12-30,cust_0000002443
inst_0000002830,2025-09-02,cust_0000002444
inst_0000002831,2024-11-24,cust_0000002445
inst_0000002832,2024-10-03,cust_0000002446
inst_0000002833,2025-05-26,cust_0000002447
inst_0000002834,2025-10-19,cust_0000002448
inst_0000002835,2025-06-24,cust_0000002449
inst_0000002836,2026-04-13,cust_0000002450
inst_0000002837,2024-05-27,cust_0000002451
inst_0000002838,2026-02-15,cust_0000002452
inst_0000002839,2025-09-16,cust_0000002453
inst_0000002840,2025-09-16,cust_0000002453
inst_0000002841,2026-03-22,cust_0000002454
inst_0000002842,2026-03-22,cust_0000002454
inst_0000002843,2025-11-14,cust_0000002455
inst_0000002844,2026-01-30,cust_0000002456
inst_0000002845,2025-12-24,cust_0000002457
inst_0000002846,2026-03-19,cust_0000002458
inst_0000002847,2025-12-25,cust_0000002459
inst_0000002848,2026-02-23,cust_0000002460
inst_0000002849,2024-04-26,cust_0000002461
inst_0000002850,2024-04-26,cust_0000002461
inst_0000002851,2025-07-06,cust_0000002462
inst_0000002852,2025-09-29,cust_0000002463
inst_0000002853,2025-07-05,cust_0000002464
inst_0000002854,2025-04-18,cust_0000002465
inst_0000002855,2025-09-05,cust_0000002466
inst_0000002856,2025-02-13,cust_0000002467
inst_0000002857,2025-12-19,cust_0000002468
inst_0000002858,2025-04-20,cust_0000002469
inst_0000002859,2025-04-20,cust_0000002469
inst_0000002860,2024-01-16,cust_0000002470
inst_0000002861,2025-06-30,cust_0000002471
inst_0000002862,2024-05-14,cust_0000002472
inst_0000002863,2024-05-14,cust_0000002472
inst_0000002864,2024-12-26,cust_0000002473
inst_0000002865,2025-04-27,cust_0000002474
inst_0000002866,2025-12-08,cust_0000002475
inst_0000002867,2024-10-30,cust_0000002476
inst_0000002868,2025-06-07,cust_0000002477
inst_0000002869,2025-03-25,cust_0000002478
inst_0000002870,2024-02-28,cust_0000002479
inst_0000002871,2024-05-14,cust_0000002480
inst_0000002872,2025-10-01,cust_0000002481
inst_0000002873,2024-10-07,cust_0000002482
inst_0000002874,2025-04-03,cust_0000002483
inst_0000002875,2025-12-17,cust_0000002484
inst_0000002876,2025-12-17,cust_0000002484
inst_0000002877,2026-04-08,cust_0000002485
inst_0000002878,2024-11-12,cust_0000002486
inst_0000002879,2026-04-02,cust_0000002487
inst_0000002880,2024-10-08,cust_0000002488
inst_0000002881,2024-10-08,cust_0000002488
inst_0000002882,2024-07-02,cust_0000002489
inst_0000002883,2025-03-28,cust_0000002490
inst_0000002884,2024-12-31,cust_0000002491
inst_0000002885,2025-09-11,cust_0000002492
inst_0000002886,2024-08-14,cust_0000002493
inst_0000002887,2024-01-29,cust_0000002494
inst_0000002888,2024-06-09,cust_0000002495
inst_0000002889,2024-07-07,cust_0000002496
inst_0000002890,2025-11-06,cust_0000002497
inst_0000002891,2024-04-30,cust_0000002498
inst_0000002892,2024-04-24,cust_0000002499
inst_0000002893,2024-04-24,cust_0000002499
inst_0000002894,2024-04-16,cust_0000002500
inst_0000002895,2024-04-16,cust_0000002500
inst_0000002896,2024-01-25,cust_0000002501
inst_0000002897,2026-04-24,cust_0000002502
inst_0000002898,2024-08-26,cust_0000002503
inst_0000002899,2024-08-26,cust_0000002503
inst_0000002900,2023-12-28,cust_0000002504
inst_0000002901,2024-04-10,cust_0000002505
inst_0000002902,2024-04-10,cust_0000002505
inst_0000002903,2025-06-10,cust_0000002506
inst_0000002904,2024-12-15,cust_0000002507
inst_0000002905,2025-04-06,cust_0000002508
inst_0000002906,2025-04-06,cust_0000002508
inst_0000002907,2025-02-13,cust_0000002509
inst_0000002908,2024-04-08,cust_0000002510
inst_0000002909,2024-04-08,cust_0000002510
inst_0000002910,2025-07-13,cust_0000002511
inst_0000002911,2025-01-29,cust_0000002512
inst_0000002912,2024-03-27,cust_0000002513
inst_0000002913,2024-03-30,cust_0000002514
inst_0000002914,2024-08-08,cust_0000002515
inst_0000002915,2026-02-02,cust_0000002516
inst_0000002916,2025-09-06,cust_0000002517
inst_0000002917,2024-05-06,cust_0000002518
inst_0000002918,2024-10-23,cust_0000002519
inst_0000002919,2024-02-01,cust_0000002520
inst_0000002920,2025-04-21,cust_0000002521
inst_0000002921,2026-01-16,cust_0000002522
inst_0000002922,2026-03-19,cust_0000002523
inst_0000002923,2024-04-29,cust_0000002524
inst_0000002924,2025-08-18,cust_0000002525
inst_0000002925,2024-05-18,cust_0000002526
inst_0000002926,2024-04-04,cust_0000002527
inst_0000002927,2024-11-16,cust_0000002528
inst_0000002928,2025-09-05,cust_0000002529
inst_0000002929,2025-05-25,cust_0000002530
inst_0000002930,2024-11-04,cust_0000002531
inst_0000002931,2024-11-04,cust_0000002531
inst_0000002932,2025-06-08,cust_0000002532
inst_0000002933,2024-06-11,cust_0000002533
inst_0000002934,2025-01-18,cust_0000002534
inst_0000002935,2025-11-03,cust_0000002535
inst_0000002936,2025-12-21,cust_0000002536
inst_0000002937,2024-01-16,cust_0000002537
inst_0000002938,2024-01-16,cust_0000002537
inst_0000002939,2026-01-09,cust_0000002538
inst_0000002940,2024-07-12,cust_0000002539
inst_0000002941,2025-02-04,cust_0000002540
inst_0000002942,2025-04-06,cust_0000002541
inst_0000002943,2024-11-14,cust_0000002542
inst_0000002944,2025-01-28,cust_0000002543
inst_0000002945,2025-09-19,cust_0000002544
inst_0000002946,2026-01-23,cust_0000002545
inst_0000002947,2024-02-16,cust_0000002546
inst_0000002948,2024-02-16,cust_0000002546
inst_0000002949,2025-04-13,cust_0000002547
inst_0000002950,2025-04-13,cust_0000002547
inst_0000002951,2025-02-03,cust_0000002548
inst_0000002952,2025-02-15,cust_0000002549
inst_0000002953,2025-10-02,cust_0000002550
inst_0000002954,2024-03-01,cust_0000002551
inst_0000002955,2024-04-21,cust_0000002552
inst_0000002956,2024-09-09,cust_0000002553
inst_0000002957,2025-06-20,cust_0000002554
inst_0000002958,2025-08-28,cust_0000002555
inst_0000002959,2025-08-28,cust_0000002555
inst_0000002960,2025-09-14,cust_0000002556
inst_0000002961,2025-03-18,cust_0000002557
inst_0000002962,2026-02-12,cust_0000002558
inst_0000002963,2026-02-12,cust_0000002558
inst_0000002964,2024-07-29,cust_0000002559
inst_0000002965,2026-03-27,cust_0000002560
inst_0000002966,2025-09-27,cust_0000002561
inst_0000002967,2024-06-20,cust_0000002562
inst_0000002968,2024-11-20,cust_0000002563
inst_0000002969,2024-12-18,cust_0000002564
inst_0000002970,2024-12-18,cust_0000002564
inst_0000002971,2025-04-29,cust_0000002565
inst_0000002972,2024-09-05,cust_0000002566
inst_0000002973,2024-04-07,cust_0000002567
inst_0000002974,2024-04-07,cust_0000002567
inst_0000002975,2024-08-01,cust_0000002568
inst_0000002976,2024-10-06,cust_0000002569
inst_0000002977,2025-06-20,cust_0000002570
inst_0000002978,2024-04-24,cust_0000002571
inst_0000002979,2026-02-14,cust_0000002572
inst_0000002980,2026-02-14,cust_0000002572
inst_0000002981,2025-03-18,cust_0000002573
inst_0000002982,2024-09-23,cust_0000002574
inst_0000002983,2024-12-15,cust_0000002575
inst_0000002984,2025-11-10,cust_0000002576
inst_0000002985,2025-11-10,cust_0000002576
inst_0000002986,2026-03-23,cust_0000002577
inst_0000002987,2024-07-10,cust_0000002578
inst_0000002988,2025-11-27,cust_0000002579
inst_0000002989,2026-04-21,cust_0000002580
inst_0000002990,2024-10-13,cust_0000002581
inst_0000002991,2026-03-07,cust_0000002582
inst_0000002992,2026-03-25,cust_0000002583
inst_0000002993,2025-12-28,cust_0000002584
inst_0000002994,2026-04-10,cust_0000002585
inst_0000002995,2025-08-22,cust_0000002586
inst_0000002996,2025-08-22,cust_0000002586
inst_0000002997,2024-08-27,cust_0000002587
inst_0000002998,2025-02-15,cust_0000002588
inst_0000002999,2024-12-08,cust_0000002589
inst_0000003000,2024-12-08,cust_0000002589
inst_0000003001,2025-09-07,cust_0000002590
inst_0000003002,2024-02-19,cust_0000002591
inst_0000003003,2026-03-02,cust_0000002592
inst_0000003004,2025-01-01,cust_0000002593
inst_0000003005,2025-08-19,cust_0000002594
inst_0000003006,2024-05-02,cust_0000002595
inst_0000003007,2026-01-02,cust_0000002596
inst_0000003008,2026-01-02,cust_0000002596
inst_0000003009,2025-12-28,cust_0000002597
inst_0000003010,2026-01-10,cust_0000002598
inst_0000003011,2026-01-20,cust_0000002599
inst_0000003012,2024-02-12,cust_0000002600
inst_0000003013,2025-02-20,cust_0000002601
inst_0000003014,2025-08-19,cust_0000002602
inst_0000003015,2024-10-18,cust_0000002603
inst_0000003016,2025-10-16,cust_0000002604
inst_0000003017,2024-07-12,cust_0000002605
inst_0000003018,2025-06-30,cust_0000002606
inst_0000003019,2024-07-20,cust_0000002607
inst_0000003020,2024-07-25,cust_0000002608
inst_0000003021,2024-01-12,cust_0000002609
inst_0000003022,2024-09-23,cust_0000002610
inst_0000003023,2025-04-19,cust_0000002611
inst_0000003024,2024-06-30,cust_0000002612
inst_0000003025,2025-09-12,cust_0000002613
inst_0000003026,2025-01-09,cust_0000002614
inst_0000003027,2025-01-09,cust_0000002614
inst_0000003028,2025-09-08,cust_0000002615
inst_0000003029,2026-02-23,cust_0000002616
inst_0000003030,2025-10-22,cust_0000002617
inst_0000003031,2025-02-22,cust_0000002618
inst_0000003032,2025-02-13,cust_0000002619
inst_0000003033,2024-08-12,cust_0000002620
inst_0000003034,2024-04-22,cust_0000002621
inst_0000003035,2024-04-22,cust_0000002621
inst_0000003036,2024-12-12,cust_0000002622
inst_0000003037,2026-04-30,cust_0000002623
inst_0000003038,2026-04-30,cust_0000002623
inst_0000003039,2025-11-09,cust_0000002624
inst_0000003040,2024-12-11,cust_0000002625
inst_0000003041,2024-10-03,cust_0000002626
inst_0000003042,2024-10-03,cust_0000002626
inst_0000003043,2024-03-27,cust_0000002627
inst_0000003044,2025-04-05,cust_0000002628
inst_0000003045,2024-08-29,cust_0000002629
inst_0000003046,2024-10-13,cust_0000002630
inst_0000003047,2025-11-04,cust_0000002631
inst_0000003048,2026-02-10,cust_0000002632
inst_0000003049,2026-04-10,cust_0000002633
inst_0000003050,2024-07-26,cust_0000002634
inst_0000003051,2024-09-27,cust_0000002635
inst_0000003052,2024-02-24,cust_0000002636
inst_0000003053,2024-01-19,cust_0000002637
inst_0000003054,2024-01-19,cust_0000002637
inst_0000003055,2025-05-03,cust_0000002638
inst_0000003056,2026-01-04,cust_0000002639
inst_0000003057,2026-01-04,cust_0000002639
inst_0000003058,2024-08-15,cust_0000002640
inst_0000003059,2025-03-14,cust_0000002641
inst_0000003060,2026-04-23,cust_0000002642
inst_0000003061,2026-04-23,cust_0000002642
inst_0000003062,2025-02-13,cust_0000002643
inst_0000003063,2026-03-26,cust_0000002644
inst_0000003064,2024-03-18,cust_0000002645
inst_0000003065,2024-12-08,cust_0000002646
inst_0000003066,2024-12-02,cust_0000002647
inst_0000003067,2025-07-29,cust_0000002648
inst_0000003068,2024-03-23,cust_0000002649
inst_0000003069,2024-12-06,cust_0000002650
inst_0000003070,2024-03-17,cust_0000002651
inst_0000003071,2026-04-11,cust_0000002652
inst_0000003072,2026-04-11,cust_0000002652
inst_0000003073,2026-01-15,cust_0000002653
inst_0000003074,2026-01-15,cust_0000002653
inst_0000003075,2024-02-27,cust_0000002654
inst_0000003076,2024-01-02,cust_0000002655
inst_0000003077,2024-03-19,cust_0000002656
inst_0000003078,2025-01-25,cust_0000002657
inst_0000003079,2025-12-21,cust_0000002658
inst_0000003080,2025-08-05,cust_0000002659
inst_0000003081,2025-06-03,cust_0000002660
inst_0000003082,2024-05-01,cust_0000002661
inst_0000003083,2024-05-02,cust_0000002662
inst_0000003084,2025-05-03,cust_0000002663
inst_0000003085,2026-04-07,cust_0000002664
inst_0000003086,2025-09-05,cust_0000002665
inst_0000003087,2024-10-01,cust_0000002666
inst_0000003088,2024-10-01,cust_0000002666
inst_0000003089,2024-04-19,cust_0000002667
inst_0000003090,2024-11-16,cust_0000002668
inst_0000003091,2024-11-16,cust_0000002668
inst_0000003092,2024-11-29,cust_0000002669
inst_0000003093,2025-08-23,cust_0000002670
inst_0000003094,2026-03-11,cust_0000002671
inst_0000003095,2025-06-25,cust_0000002672
inst_0000003096,2025-01-30,cust_0000002673
inst_0000003097,2025-11-21,cust_0000002674
inst_0000003098,2025-11-21,cust_0000002674
inst_0000003099,2024-06-25,cust_0000002675
inst_0000003100,2024-04-29,cust_0000002676
inst_0000003101,2024-03-23,cust_0000002677
inst_0000003102,2024-01-11,cust_0000002678
inst_0000003103,2024-01-11,cust_0000002678
inst_0000003104,2024-03-02,cust_0000002679
inst_0000003105,2024-06-01,cust_0000002680
inst_0000003106,2024-06-01,cust_0000002680
inst_0000003107,2025-03-15,cust_0000002681
inst_0000003108,2025-03-15,cust_0000002681
inst_0000003109,2026-03-29,cust_0000002682
inst_0000003110,2026-03-29,cust_0000002682
inst_0000003111,2025-03-24,cust_0000002683
inst_0000003112,2025-01-28,cust_0000002684
inst_0000003113,2025-01-11,cust_0000002685
inst_0000003114,2025-09-03,cust_0000002686
inst_0000003115,2024-11-12,cust_0000002687
inst_0000003116,2026-02-17,cust_0000002688
inst_0000003117,2024-08-15,cust_0000002689
inst_0000003118,2025-07-02,cust_0000002690
inst_0000003119,2025-07-02,cust_0000002690
inst_0000003120,2024-08-19,cust_0000002691
inst_0000003121,2025-11-11,cust_0000002692
inst_0000003122,2025-11-11,cust_0000002692
inst_0000003123,2025-11-18,cust_0000002693
inst_0000003124,2025-11-18,cust_0000002693
inst_0000003125,2025-03-04,cust_0000002694
inst_0000003126,2025-03-04,cust_0000002694
inst_0000003127,2025-02-28,cust_0000002695
inst_0000003128,2025-09-06,cust_0000002696
inst_0000003129,2024-01-27,cust_0000002697
inst_0000003130,2024-07-10,cust_0000002698
inst_0000003131,2025-07-12,cust_0000002699
inst_0000003132,2025-07-12,cust_0000002699
inst_0000003133,2025-05-21,cust_0000002700
inst_0000003134,2025-11-18,cust_0000002701
inst_0000003135,2025-11-18,cust_0000002701
inst_0000003136,2025-06-17,cust_0000002702
inst_0000003137,2025-03-02,cust_0000002703
inst_0000003138,2025-06-13,cust_0000002704
inst_0000003139,2024-04-13,cust_0000002705
inst_0000003140,2024-07-18,cust_0000002706
inst_0000003141,2025-09-21,cust_0000002707
inst_0000003142,2024-02-26,cust_0000002708
inst_0000003143,2024-10-26,cust_0000002709
inst_0000003144,2024-08-09,cust_0000002710
inst_0000003145,2024-08-09,cust_0000002710
inst_0000003146,2024-08-12,cust_0000002711
inst_0000003147,2024-06-17,cust_0000002712
inst_0000003148,2025-05-04,cust_0000002713
inst_0000003149,2025-05-04,cust_0000002713
inst_0000003150,2025-07-05,cust_0000002714
inst_0000003151,2024-08-23,cust_0000002715
inst_0000003152,2026-04-11,cust_0000002716
inst_0000003153,2026-04-11,cust_0000002716
inst_0000003154,2025-07-21,cust_0000002717
inst_0000003155,2025-07-21,cust_0000002717
inst_0000003156,2025-07-17,cust_0000002718
inst_0000003157,2026-02-17,cust_0000002719
inst_0000003158,2025-08-11,cust_0000002720
inst_0000003159,2025-08-11,cust_0000002720
inst_0000003160,2026-03-26,cust_0000002721
inst_0000003161,2025-01-31,cust_0000002722
inst_0000003162,2025-01-31,cust_0000002722
inst_0000003163,2025-04-17,cust_0000002723
inst_0000003164,2025-05-03,cust_0000002724
inst_0000003165,2025-07-21,cust_0000002725
inst_0000003166,2025-07-21,cust_0000002725
inst_0000003167,2024-01-12,cust_0000002726
inst_0000003168,2025-05-21,cust_0000002727
inst_0000003169,2024-08-05,cust_0000002728
inst_0000003170,2025-09-15,cust_0000002729
inst_0000003171,2025-09-03,cust_0000002730
inst_0000003172,2026-03-08,cust_0000002731
inst_0000003173,2026-03-08,cust_0000002731
inst_0000003174,2026-02-02,cust_0000002732
inst_0000003175,2026-02-02,cust_0000002732
inst_0000003176,2026-04-20,cust_0000002733
inst_0000003177,2026-04-20,cust_0000002733
inst_0000003178,2025-05-11,cust_0000002734
inst_0000003179,2024-09-04,cust_0000002735
inst_0000003180,2024-10-16,cust_0000002736
inst_0000003181,2024-05-29,cust_0000002737
inst_0000003182,2025-04-18,cust_0000002738
inst_0000003183,2024-09-30,cust_0000002739
inst_0000003184,2024-05-26,cust_0000002740
inst_0000003185,2024-10-11,cust_0000002741
inst_0000003186,2024-11-21,cust_0000002742
inst_0000003187,2025-05-02,cust_0000002743
inst_0000003188,2025-10-20,cust_0000002744
inst_0000003189,2024-02-29,cust_0000002745
inst_0000003190,2024-08-31,cust_0000002746
inst_0000003191,2024-12-19,cust_0000002747
inst_0000003192,2026-03-24,cust_0000002748
inst_0000003193,2024-12-28,cust_0000002749
inst_0000003194,2025-09-16,cust_0000002750
inst_0000003195,2025-01-10,cust_0000002751
inst_0000003196,2024-06-29,cust_0000002752
inst_0000003197,2024-08-19,cust_0000002753
inst_0000003198,2023-12-29,cust_0000002754
inst_0000003199,2026-01-19,cust_0000002755
inst_0000003200,2026-01-19,cust_0000002755
inst_0000003201,2026-04-04,cust_0000002756
inst_0000003202,2025-01-09,cust_0000002757
inst_0000003203,2025-08-22,cust_0000002758
inst_0000003204,2025-08-22,cust_0000002758
inst_0000003205,2024-12-17,cust_0000002759
inst_0000003206,2024-02-12,cust_0000002760
inst_0000003207,2024-11-29,cust_0000002761
inst_0000003208,2024-03-18,cust_0000002762
inst_0000003209,2024-03-18,cust_0000002762
inst_0000003210,2024-01-26,cust_0000002763
inst_0000003211,2024-08-27,cust_0000002764
inst_0000003212,2024-06-18,cust_0000002765
inst_0000003213,2026-03-26,cust_0000002766
inst_0000003214,2024-07-05,cust_0000002767
inst_0000003215,2025-11-16,cust_0000002768
inst_0000003216,2026-04-28,cust_0000002769
inst_0000003217,2026-03-01,cust_0000002770
inst_0000003218,2026-03-01,cust_0000002770
inst_0000003219,2025-02-05,cust_0000002771
inst_0000003220,2024-04-08,cust_0000002772
inst_0000003221,2024-04-08,cust_0000002772
inst_0000003222,2024-04-11,cust_0000002773
inst_0000003223,2026-02-14,cust_0000002774
inst_0000003224,2026-02-14,cust_0000002774
inst_0000003225,2025-01-28,cust_0000002775
inst_0000003226,2024-05-05,cust_0000002776
inst_0000003227,2026-05-01,cust_0000002777
inst_0000003228,2026-05-01,cust_0000002777
inst_0000003229,2024-02-24,cust_0000002778
inst_0000003230,2024-08-16,cust_0000002779
inst_0000003231,2025-02-14,cust_0000002780
inst_0000003232,2026-04-09,cust_0000002781
inst_0000003233,2025-02-15,cust_0000002782
inst_0000003234,2025-03-09,cust_0000002783
inst_0000003235,2024-10-01,cust_0000002784
inst_0000003236,2026-05-02,cust_0000002785
inst_0000003237,2025-04-01,cust_0000002786
inst_0000003238,2025-04-01,cust_0000002786
inst_0000003239,2024-11-04,cust_0000002787
inst_0000003240,2025-09-17,cust_0000002788
inst_0000003241,2024-10-05,cust_0000002789
inst_0000003242,2025-03-31,cust_0000002790
inst_0000003243,2024-01-16,cust_0000002791
inst_0000003244,2025-05-05,cust_0000002792
inst_0000003245,2024-01-01,cust_0000002793
inst_0000003246,2023-12-26,cust_0000002794
inst_0000003247,2025-06-03,cust_0000002795
inst_0000003248,2024-02-01,cust_0000002796
inst_0000003249,2025-12-05,cust_0000002797
inst_0000003250,2025-12-29,cust_0000002798
inst_0000003251,2025-12-29,cust_0000002798
inst_0000003252,2024-05-28,cust_0000002799
inst_0000003253,2025-07-02,cust_0000002800
inst_0000003254,2024-10-01,cust_0000002801
inst_0000003255,2025-05-21,cust_0000002802
inst_0000003256,2025-03-27,cust_0000002803
inst_0000003257,2025-05-20,cust_0000002804
inst_0000003258,2024-05-29,cust_0000002805
inst_0000003259,2024-03-27,cust_0000002806
inst_0000003260,2024-07-13,cust_0000002807
inst_0000003261,2026-01-21,cust_0000002808
inst_0000003262,2025-03-11,cust_0000002809
inst_0000003263,2025-02-25,cust_0000002810
inst_0000003264,2025-09-15,cust_0000002811
inst_0000003265,2026-02-23,cust_0000002812
inst_0000003266,2025-07-11,cust_0000002813
inst_0000003267,2024-04-22,cust_0000002814
inst_0000003268,2026-03-25,cust_0000002815
inst_0000003269,2026-03-25,cust_0000002815
inst_0000003270,2025-12-16,cust_0000002816
inst_0000003271,2024-01-20,cust_0000002817
inst_0000003272,2026-03-09,cust_0000002818
inst_0000003273,2026-03-09,cust_0000002818
inst_0000003274,2024-03-14,cust_0000002819
inst_0000003275,2024-03-22,cust_0000002820
inst_0000003276,2025-05-20,cust_0000002821
inst_0000003277,2024-12-17,cust_0000002822
inst_0000003278,2023-12-16,cust_0000002823
inst_0000003279,2024-04-28,cust_0000002824
inst_0000003280,2025-04-06,cust_0000002825
inst_0000003281,2023-12-28,cust_0000002826
inst_0000003282,2024-09-21,cust_0000002827
inst_0000003283,2025-09-10,cust_0000002828
inst_0000003284,2025-04-30,cust_0000002829
inst_0000003285,2025-05-19,cust_0000002830
inst_0000003286,2024-08-11,cust_0000002831
inst_0000003287,2025-06-30,cust_0000002832
inst_0000003288,2025-06-30,cust_0000002832
inst_0000003289,2025-01-02,cust_0000002833
inst_0000003290,2024-05-03,cust_0000002834
inst_0000003291,2024-07-24,cust_0000002835
inst_0000003292,2025-04-05,cust_0000002836
inst_0000003293,2024-12-08,cust_0000002837
inst_0000003294,2024-12-08,cust_0000002837
inst_0000003295,2025-04-27,cust_0000002838
inst_0000003296,2025-04-27,cust_0000002838
inst_0000003297,2025-05-04,cust_0000002839
inst_0000003298,2025-03-02,cust_0000002840
inst_0000003299,2025-02-18,cust_0000002841
inst_0000003300,2025-11-20,cust_0000002842
inst_0000003301,2026-04-28,cust_0000002843
inst_0000003302,2023-12-31,cust_0000002844
inst_0000003303,2025-09-19,cust_0000002845
inst_0000003304,2025-06-11,cust_0000002846
inst_0000003305,2025-05-17,cust_0000002847
inst_0000003306,2025-08-12,cust_0000002848
inst_0000003307,2025-01-29,cust_0000002849
inst_0000003308,2026-03-06,cust_0000002850
inst_0000003309,2024-01-22,cust_0000002851
inst_0000003310,2024-01-22,cust_0000002851
inst_0000003311,2025-09-23,cust_0000002852
inst_0000003312,2025-06-11,cust_0000002853
inst_0000003313,2025-01-19,cust_0000002854
inst_0000003314,2025-05-17,cust_0000002855
inst_0000003315,2024-03-13,cust_0000002856
inst_0000003316,2025-02-09,cust_0000002857
inst_0000003317,2024-01-02,cust_0000002858
inst_0000003318,2026-03-04,cust_0000002859
inst_0000003319,2024-02-16,cust_0000002860
inst_0000003320,2025-10-28,cust_0000002861
inst_0000003321,2024-06-11,cust_0000002862
inst_0000003322,2026-01-31,cust_0000002863
inst_0000003323,2024-04-20,cust_0000002864
inst_0000003324,2025-08-12,cust_0000002865
inst_0000003325,2024-10-18,cust_0000002866
inst_0000003326,2024-06-21,cust_0000002867
inst_0000003327,2024-05-16,cust_0000002868
inst_0000003328,2024-12-23,cust_0000002869
inst_0000003329,2024-09-27,cust_0000002870
inst_0000003330,2023-12-26,cust_0000002871
inst_0000003331,2024-04-26,cust_0000002872
inst_0000003332,2025-01-22,cust_0000002873
inst_0000003333,2025-06-26,cust_0000002874
inst_0000003334,2025-06-26,cust_0000002874
inst_0000003335,2026-03-21,cust_0000002875
inst_0000003336,2024-03-13,cust_0000002876
inst_0000003337,2024-03-24,cust_0000002877
inst_0000003338,2024-03-24,cust_0000002877
inst_0000003339,2025-11-01,cust_0000002878
inst_0000003340,2026-03-16,cust_0000002879
inst_0000003341,2025-06-19,cust_0000002880
inst_0000003342,2025-06-19,cust_0000002880
inst_0000003343,2024-04-14,cust_0000002881
inst_0000003344,2024-03-11,cust_0000002882
inst_0000003345,2024-07-13,cust_0000002883
inst_0000003346,2025-01-22,cust_0000002884
inst_0000003347,2025-01-22,cust_0000002884
inst_0000003348,2024-08-15,cust_0000002885
inst_0000003349,2024-07-01,cust_0000002886
inst_0000003350,2024-02-28,cust_0000002887
inst_0000003351,2025-07-19,cust_0000002888
inst_0000003352,2025-06-16,cust_0000002889
inst_0000003353,2024-06-08,cust_0000002890
inst_0000003354,2024-06-08,cust_0000002890
inst_0000003355,2023-12-29,cust_0000002891
inst_0000003356,2024-11-10,cust_0000002892
inst_0000003357,2025-04-01,cust_0000002893
inst_0000003358,2024-02-16,cust_0000002894
inst_0000003359,2025-04-04,cust_0000002895
inst_0000003360,2024-06-30,cust_0000002896
inst_0000003361,2025-05-31,cust_0000002897
inst_0000003362,2025-05-31,cust_0000002897
inst_0000003363,2024-08-12,cust_0000002898
inst_0000003364,2025-12-03,cust_0000002899
inst_0000003365,2026-04-12,cust_0000002900
inst_0000003366,2026-03-22,cust_0000002901
inst_0000003367,2026-03-22,cust_0000002901
inst_0000003368,2024-01-12,cust_0000002902
inst_0000003369,2025-07-03,cust_0000002903
inst_0000003370,2025-12-31,cust_0000002904
inst_0000003371,2025-12-31,cust_0000002904
inst_0000003372,2025-10-30,cust_0000002905
inst_0000003373,2025-08-27,cust_0000002906
inst_0000003374,2024-03-09,cust_0000002907
inst_0000003375,2026-04-06,cust_0000002908
inst_0000003376,2026-04-06,cust_0000002908
inst_0000003377,2025-01-12,cust_0000002909
inst_0000003378,2025-10-06,cust_0000002910
inst_0000003379,2025-01-20,cust_0000002911
inst_0000003380,2025-01-20,cust_0000002911
inst_0000003381,2024-12-29,cust_0000002912
inst_0000003382,2026-03-31,cust_0000002913
inst_0000003383,2024-09-03,cust_0000002914
inst_0000003384,2025-06-02,cust_0000002915
inst_0000003385,2026-04-18,cust_0000002916
inst_0000003386,2025-03-12,cust_0000002917
inst_0000003387,2025-06-24,cust_0000002918
inst_0000003388,2025-06-24,cust_0000002918
inst_0000003389,2026-02-12,cust_0000002919
inst_0000003390,2025-04-15,cust_0000002920
inst_0000003391,2025-08-16,cust_0000002921
inst_0000003392,2026-03-02,cust_0000002922
inst_0000003393,2025-12-27,cust_0000002923
inst_0000003394,2025-04-26,cust_0000002924
inst_0000003395,2025-06-27,cust_0000002925
inst_0000003396,2025-06-27,cust_0000002925
inst_0000003397,2025-11-04,cust_0000002926
inst_0000003398,2024-06-15,cust_0000002927
inst_0000003399,2025-03-12,cust_0000002928
inst_0000003400,2025-09-18,cust_0000002929
inst_0000003401,2025-09-18,cust_0000002929
inst_0000003402,2025-10-16,cust_0000002930
inst_0000003403,2024-03-12,cust_0000002931
inst_0000003404,2024-11-23,cust_0000002932
inst_0000003405,2025-01-20,cust_0000002933
inst_0000003406,2024-07-22,cust_0000002934
inst_0000003407,2024-07-22,cust_0000002934
inst_0000003408,2026-04-21,cust_0000002935
inst_0000003409,2024-03-05,cust_0000002936
inst_0000003410,2024-07-06,cust_0000002937
inst_0000003411,2025-12-14,cust_0000002938
inst_0000003412,2024-05-06,cust_0000002939
inst_0000003413,2024-08-25,cust_0000002940
